Income,Age,Education,Marital Status,race,sex,Capital Gain,Capital Loss,Hours per Week,Native Country
 >50k,48, 14,1,1,2, 0, 1902, 38,1
 <=50k,57, 9,0,1,2, 0, 0, 28,1
 <=50k,36, 11,0,1,1, 0, 0, 48,1
 <=50k,27, 13,0,1,2, 0, 0, 40,1
 <=50k,17, 7,0,1,1, 0, 0, 15,1
 <=50k,30, 3,1,1,1, 0, 0, 40,0
 >50k,37, 11,1,0,2, 0, 0, 48,1
 <=50k,31, 13,0,1,2, 0, 0, 40,1
 <=50k,23, 12,0,1,2, 0, 0, 20,1
 <=50k,32, 6,0,1,1, 0, 0, 45,1
 >50k,58, 9,1,1,1, 0, 0, 40,1
 <=50k,31, 9,0,1,2, 0, 0, 8,1
 >50k,44, 13,1,0,1, 0, 0, 40,1
 <=50k,39, 13,0,0,2, 0, 625, 40,1
 >50k,59, 9,1,1,1, 0, 1485, 45,1
 >50k,42, 13,1,1,1, 0, 0, 48,1
 <=50k,45, 9,1,1,1, 0, 0, 35,1
 <=50k,20, 9,0,1,1, 0, 0, 35,1
 <=50k,35, 9,1,1,1, 0, 0, 40,1
 <=50k,50, 12,1,0,1, 0, 0, 40,1
 <=50k,56, 9,0,1,1, 0, 0, 28,1
 >50k,48, 11,1,1,1, 0, 0, 40,1
 <=50k,58, 14,0,1,2, 0, 0, 15,1
 <=50k,32, 11,1,1,1, 0, 0, 50,1
 <=50k,23, 10,0,1,2, 0, 0, 12,1
 <=50k,48, 9,0,1,1, 0, 0, 40,1
 <=50k,33, 9,0,1,1, 0, 0, 70,1
 <=50k,48, 13,0,1,2, 0, 0, 45,0
 <=50k,55, 9,0,1,2, 2202, 0, 35,0
 <=50k,40, 11,0,0,2, 0, 0, 40,1
 <=50k,50, 10,1,1,1, 0, 0, 40,1
 <=50k,52, 6,1,1,1, 0, 0, 35,1
 <=50k,19, 9,0,1,2, 0, 0, 30,1
 >50k,55, 6,1,1,1, 7688, 0, 50,1
 >50k,36, 15,1,1,1, 0, 0, 30,1
 >50k,39, 13,0,0,2, 0, 0, 40,0
 <=50k,22, 10,0,1,2, 0, 0, 40,1
 >50k,44, 13,1,1,1, 7688, 0, 50,1
 <=50k,34, 9,0,1,1, 0, 1408, 38,1
 <=50k,33, 10,1,1,1, 0, 0, 50,1
 >50k,55, 14,0,1,2, 14084, 0, 40,1
 >50k,35, 14,1,1,1, 0, 0, 45,1
 <=50k,50, 7,0,1,2, 0, 0, 40,1
 <=50k,43, 10,0,0,2, 0, 0, 40,1
 <=50k,29, 11,0,1,1, 0, 0, 40,1
 <=50k,56, 10,1,0,1, 0, 0, 40,1
 >50k,33, 13,1,1,1, 99999, 0, 40,1
 <=50k,24, 9,1,1,1, 0, 0, 50,1
 <=50k,46, 11,0,1,2, 0, 0, 40,1
 >50k,60, 9,1,1,2, 15024, 0, 15,1
 <=50k,48, 14,1,1,1, 0, 0, 40,1
 <=50k,65, 7,1,1,1, 0, 0, 35,1
 <=50k,29, 9,0,1,1, 0, 1408, 40,1
 <=50k,42, 9,1,1,1, 0, 1740, 43,1
 >50k,44, 15,1,1,1, 0, 0, 50,1
 >50k,73, 10,1,1,1, 0, 0, 6,1
 <=50k,21, 10,0,1,2, 0, 0, 50,1
 >50k,32, 9,1,1,1, 0, 1902, 55,1
 >50k,43, 14,1,1,1, 0, 0, 35,1
 <=50k,21, 9,0,0,1, 0, 0, 32,1
 <=50k,30, 10,0,1,1, 0, 0, 20,1
 <=50k,54, 13,1,1,1, 0, 0, 48,1
 <=50k,19, 10,0,1,2, 0, 0, 15,1
 <=50k,55, 10,1,1,2, 0, 0, 37,1
 <=50k,20, 10,0,1,2, 0, 0, 28,1
 <=50k,53, 13,1,1,1, 0, 0, 40,0
 >50k,51, 14,0,1,1, 0, 0, 55,1
 <=50k,33, 9,1,1,1, 0, 0, 40,1
 <=50k,62, 10,0,1,2, 0, 0, 40,1
 <=50k,24, 9,0,1,1, 0, 0, 30,1
 <=50k,17, 5,0,1,2, 0, 0, 40,1
 <=50k,26, 10,0,1,2, 0, 0, 45,1
 <=50k,36, 9,0,1,1, 0, 0, 40,1
 <=50k,32, 6,1,1,2, 0, 0, 35,1
 >50k,58, 16,1,1,1, 0, 0, 50,1
 >50k,38, 13,1,1,1, 0, 0, 40,1
 <=50k,26, 9,0,1,2, 0, 0, 40,1
 >50k,60, 10,1,1,1, 15024, 0, 40,1
 <=50k,27, 9,1,1,1, 0, 0, 50,0
 >50k,38, 11,1,1,1, 0, 0, 48,1
 >50k,37, 10,1,1,1, 0, 1485, 44,1
 <=50k,28, 10,0,1,1, 0, 0, 40,1
 >50k,38, 13,1,1,1, 0, 0, 40,1
 >50k,29, 9,1,1,1, 0, 0, 60,1
 <=50k,19, 9,0,1,2, 0, 1721, 40,1
 <=50k,28, 13,0,1,1, 0, 0, 25,1
 >50k,40, 9,1,1,1, 0, 0, 50,1
 <=50k,26, 11,0,1,1, 0, 0, 40,1
 <=50k,43, 12,1,0,1, 0, 0, 60,1
 >50k,29, 10,1,1,2, 0, 0, 40,1
 <=50k,25, 10,1,0,1, 0, 0, 40,1
 >50k,29, 9,1,0,1, 0, 0, 40,1
 <=50k,60, 2,0,0,1, 0, 0, 38,0
 <=50k,31, 13,1,1,2, 0, 0, 40,1
 <=50k,51, 4,1,1,1, 0, 0, 40,1
 <=50k,18, 10,0,1,2, 0, 0, 15,1
 <=50k,36, 13,0,1,1, 0, 0, 20,1
 >50k,35, 13,1,0,1, 0, 0, 40,0
 >50k,48, 13,0,1,1, 0, 0, 38,1
 <=50k,78, 4,1,1,1, 0, 0, 25,1
 <=50k,72, 13,1,1,1, 0, 0, 17,1
 <=50k,24, 10,0,1,1, 0, 0, 40,1
 >50k,36, 7,0,0,1, 13550, 0, 40,1
 <=50k,48, 10,1,1,1, 0, 0, 30,1
 <=50k,28, 9,0,1,2, 0, 0, 40,1
 <=50k,26, 14,0,1,2, 0, 0, 40,1
 <=50k,29, 13,0,1,2, 0, 0, 60,1
 <=50k,47, 3,1,0,1, 0, 0, 40,0
 >50k,50, 13,0,1,2, 0, 0, 50,1
 <=50k,35, 3,0,1,1, 0, 0, 40,0
 <=50k,17, 7,0,1,1, 0, 0, 20,1
 >50k,41, 10,1,1,1, 0, 0, 48,1
 <=50k,37, 9,1,1,1, 0, 0, 42,1
 <=50k,35, 9,1,0,1, 0, 0, 40,1
 <=50k,56, 4,1,1,1, 0, 0, 40,0
 <=50k,23, 10,1,1,1, 0, 0, 40,1
 <=50k,33, 12,0,1,2, 0, 0, 32,1
 >50k,79, 9,1,1,1, 0, 0, 40,1
 <=50k,28, 13,0,0,1, 0, 0, 40,1
 <=50k,55, 7,0,1,2, 0, 0, 20,1
 <=50k,59, 14,1,1,1, 0, 0, 50,1
 <=50k,22, 13,0,1,2, 0, 0, 40,1
 <=50k,19, 7,0,0,2, 0, 0, 19,0
 <=50k,41, 3,0,1,1, 0, 0, 35,0
 <=50k,32, 11,1,1,1, 0, 0, 40,0
 <=50k,45, 9,0,1,2, 0, 0, 35,1
 <=50k,61, 3,1,1,2, 0, 0, 45,0
 <=50k,34, 13,0,1,2, 0, 0, 40,1
 <=50k,43, 11,1,1,1, 0, 0, 40,1
 >50k,38, 13,1,1,1, 7298, 0, 50,1
 <=50k,35, 16,1,1,1, 0, 0, 60,1
 <=50k,65, 9,0,1,1, 0, 0, 20,1
 >50k,24, 13,1,1,1, 0, 0, 55,0
 <=50k,37, 9,1,1,1, 0, 0, 40,1
 <=50k,34, 10,1,1,1, 0, 0, 50,1
 >50k,42, 9,1,1,1, 0, 0, 60,1
 <=50k,18, 4,0,1,2, 0, 0, 40,1
 <=50k,43, 10,0,0,2, 0, 0, 15,1
 >50k,31, 10,1,1,1, 0, 0, 40,1
 <=50k,19, 10,0,1,2, 0, 0, 20,1
 <=50k,40, 10,1,0,1, 0, 0, 50,0
 <=50k,32, 13,1,1,1, 0, 0, 40,1
 >50k,47, 10,1,1,1, 0, 0, 40,1
 <=50k,32, 10,1,1,1, 0, 0, 40,1
 <=50k,46, 16,0,1,1, 0, 0, 35,1
 >50k,40, 13,1,1,1, 0, 0, 65,1
 <=50k,36, 13,0,1,1, 0, 0, 35,1
 <=50k,33, 11,1,1,1, 0, 0, 36,1
 <=50k,23, 3,0,1,1, 0, 0, 35,1
 <=50k,21, 6,0,1,1, 0, 0, 40,1
 <=50k,40, 9,1,0,2, 0, 0, 32,1
 >50k,53, 16,1,1,1, 0, 0, 50,1
 <=50k,53, 10,1,1,1, 0, 0, 72,1
 <=50k,58, 5,1,0,1, 0, 0, 60,1
 >50k,51, 9,1,1,1, 0, 0, 55,1
 <=50k,31, 9,1,1,1, 0, 0, 65,1
 <=50k,35, 9,1,1,1, 0, 0, 40,1
 <=50k,31, 10,0,1,2, 0, 0, 35,1
 <=50k,21, 10,0,1,2, 0, 0, 35,1
 >50k,39, 14,1,1,1, 0, 0, 55,1
 >50k,36, 15,1,1,2, 15024, 0, 45,1
 >50k,51, 6,1,1,1, 0, 0, 40,1
 <=50k,18, 7,0,1,1, 0, 0, 12,1
 <=50k,32, 10,0,1,1, 0, 0, 48,1
 <=50k,56, 13,0,1,2, 0, 0, 32,1
 <=50k,35, 12,0,1,1, 0, 0, 40,1
 <=50k,63, 8,0,1,2, 0, 0, 40,1
 >50k,61, 9,1,1,1, 0, 0, 50,1
 <=50k,23, 10,0,1,1, 0, 0, 40,1
 >50k,52, 14,1,1,1, 0, 0, 50,1
 <=50k,19, 9,0,1,1, 0, 0, 50,1
 >50k,33, 14,1,1,1, 0, 0, 50,1
 <=50k,35, 13,1,0,1, 0, 0, 50,1
 >50k,35, 9,0,1,2, 0, 0, 60,1
 <=50k,38, 15,1,1,2, 0, 0, 40,1
 <=50k,23, 13,0,1,2, 0, 0, 60,1
 <=50k,22, 11,0,1,1, 0, 0, 60,1
 <=50k,20, 9,0,1,1, 0, 0, 40,1
 <=50k,19, 9,0,1,1, 0, 0, 40,1
 >50k,47, 9,1,0,1, 0, 0, 40,1
 <=50k,59, 7,1,1,1, 0, 0, 40,1
 <=50k,38, 9,0,1,2, 0, 0, 40,1
 <=50k,36, 9,1,1,1, 0, 0, 50,1
 <=50k,27, 3,0,1,1, 0, 0, 40,0
 <=50k,24, 11,1,1,1, 0, 0, 40,1
 <=50k,35, 9,0,0,2, 0, 0, 35,0
 <=50k,22, 10,0,0,1, 0, 0, 39,0
 <=50k,37, 9,1,1,1, 0, 0, 52,1
 >50k,36, 9,1,1,1, 7298, 0, 40,1
 <=50k,28, 9,0,1,2, 0, 0, 25,1
 <=50k,55, 9,1,1,2, 0, 0, 50,1
 <=50k,32, 13,1,1,1, 0, 0, 44,1
 <=50k,47, 10,0,1,1, 0, 0, 45,1
 <=50k,23, 13,0,1,2, 0, 0, 40,1
 <=50k,50, 14,0,1,2, 0, 0, 45,1
 <=50k,40, 9,1,1,1, 0, 0, 84,1
 <=50k,51, 9,0,1,2, 0, 1590, 40,1
 <=50k,34, 9,0,1,2, 0, 1669, 45,1
 <=50k,28, 13,0,1,2, 0, 0, 40,1
 >50k,52, 16,1,1,1, 0, 1887, 70,0
 >50k,39, 9,1,1,1, 3103, 0, 60,1
 >50k,43, 13,1,1,1, 0, 0, 40,1
 >50k,36, 13,0,1,2, 0, 0, 35,1
 <=50k,25, 13,0,1,2, 0, 0, 15,1
 <=50k,42, 10,0,1,2, 0, 0, 38,1
 <=50k,35, 10,1,1,1, 0, 0, 40,0
 >50k,43, 14,1,1,1, 7688, 0, 53,1
 <=50k,34, 9,1,1,1, 0, 0, 40,1
 >50k,50, 13,1,1,1, 0, 0, 38,1
 <=50k,30, 10,1,1,1, 0, 0, 60,1
 >50k,44, 14,1,1,1, 0, 0, 44,1
 <=50k,52, 11,1,1,1, 0, 0, 40,1
 <=50k,35, 12,1,1,1, 0, 0, 60,1
 >50k,36, 11,0,1,1, 0, 0, 40,1
 <=50k,30, 13,0,0,2, 0, 0, 52,0
 >50k,36, 13,1,1,1, 15024, 0, 45,1
 <=50k,39, 13,0,1,2, 0, 0, 40,1
 <=50k,25, 2,1,1,1, 0, 0, 96,0
 <=50k,26, 13,0,1,1, 0, 0, 40,1
 <=50k,20, 9,0,0,2, 0, 0, 20,1
 <=50k,20, 10,0,1,1, 0, 0, 40,1
 <=50k,26, 9,0,1,1, 0, 0, 50,1
 <=50k,24, 10,0,0,2, 0, 0, 35,1
 >50k,48, 13,1,1,1, 0, 0, 40,1
 <=50k,62, 9,0,0,2, 0, 0, 99,1
 <=50k,48, 9,1,1,1, 0, 0, 40,1
 >50k,52, 13,1,1,1, 0, 0, 40,1
 <=50k,25, 13,0,1,1, 0, 0, 44,1
 <=50k,58, 3,1,1,1, 0, 0, 40,1
 <=50k,40, 13,0,1,2, 0, 0, 45,1
 <=50k,19, 10,0,1,2, 0, 0, 20,1
 <=50k,37, 7,0,0,1, 0, 0, 40,1
 <=50k,23, 7,1,1,1, 0, 0, 40,0
 <=50k,31, 9,0,1,1, 0, 0, 60,1
 <=50k,64, 4,1,1,1, 0, 0, 20,1
 <=50k,28, 10,0,1,2, 0, 0, 16,1
 <=50k,32, 9,0,1,1, 0, 0, 40,1
 <=50k,49, 10,0,1,2, 0, 0, 44,1
 >50k,35, 10,0,1,2, 0, 0, 40,1
 >50k,45, 16,1,1,1, 0, 0, 45,1
 >50k,39, 8,1,1,1, 15024, 0, 70,1
 >50k,46, 13,0,0,2, 0, 0, 60,0
 <=50k,19, 10,0,1,2, 0, 0, 16,1
 <=50k,29, 9,1,1,2, 0, 0, 40,0
 <=50k,25, 9,1,1,1, 0, 0, 35,1
 <=50k,37, 13,0,1,2, 0, 0, 40,1
 <=50k,30, 9,0,1,1, 0, 0, 40,1
 <=50k,28, 9,1,0,1, 0, 0, 40,0
 <=50k,36, 10,0,0,2, 6497, 0, 56,1
 <=50k,32, 10,0,0,2, 0, 0, 35,1
 <=50k,34, 7,0,1,1, 0, 0, 40,1
 <=50k,34, 9,0,1,2, 0, 0, 36,1
 <=50k,20, 10,0,1,2, 0, 0, 40,1
 <=50k,27, 14,0,1,1, 0, 0, 40,1
 <=50k,36, 9,1,1,2, 0, 0, 40,1
 <=50k,35, 10,1,1,1, 0, 0, 40,1
 <=50k,37, 9,0,1,1, 0, 0, 35,1
 <=50k,32, 9,1,1,1, 0, 0, 50,1
 <=50k,32, 14,0,1,2, 0, 0, 20,1
 <=50k,52, 9,0,1,2, 0, 0, 48,1
 >50k,50, 10,1,1,1, 0, 0, 40,1
 <=50k,23, 9,0,1,2, 0, 0, 30,1
 <=50k,25, 9,1,1,1, 0, 0, 45,1
 <=50k,21, 1,0,1,1, 0, 0, 50,0
 <=50k,31, 9,0,1,2, 0, 0, 32,1
 <=50k,31, 10,1,1,2, 0, 0, 30,1
 <=50k,41, 11,0,1,1, 0, 0, 40,1
 <=50k,47, 10,1,1,1, 0, 0, 60,1
 <=50k,20, 10,0,1,2, 0, 0, 45,1
 <=50k,29, 6,0,0,2, 0, 0, 25,1
 <=50k,51, 10,0,1,2, 0, 0, 40,1
 >50k,30, 13,1,1,2, 0, 0, 33,1
 >50k,48, 13,1,1,1, 0, 0, 35,1
 >50k,39, 9,0,1,1, 14344, 0, 40,1
 <=50k,62, 13,1,1,1, 0, 0, 35,1
 <=50k,22, 13,0,1,1, 0, 0, 30,1
 >50k,46, 13,1,1,1, 7688, 0, 40,1
 >50k,51, 14,1,1,1, 0, 1977, 35,1
 <=50k,20, 9,0,1,2, 0, 0, 32,1
 >50k,40, 12,1,1,1, 15024, 0, 50,1
 <=50k,31, 13,0,1,1, 0, 0, 40,1
 <=50k,30, 10,0,1,1, 0, 0, 40,1
 <=50k,52, 9,1,1,2, 0, 0, 38,1
 <=50k,20, 9,0,1,2, 0, 0, 40,1
 >50k,37, 11,1,1,1, 0, 0, 40,1
 <=50k,65, 13,0,1,2, 0, 0, 40,1
 <=50k,40, 13,0,1,1, 4650, 0, 40,1
 >50k,60, 13,1,1,1, 7298, 0, 48,1
 <=50k,27, 9,0,1,1, 0, 0, 35,0
 >50k,62, 13,1,1,1, 0, 0, 60,1
 <=50k,53, 9,0,1,2, 0, 0, 35,1
 >50k,38, 13,1,1,1, 0, 0, 50,1
 <=50k,49, 11,1,1,1, 0, 0, 40,1
 <=50k,21, 9,0,1,1, 0, 0, 40,1
 <=50k,18, 10,0,1,1, 0, 0, 40,1
 <=50k,25, 13,0,1,1, 0, 0, 40,1
 <=50k,36, 7,1,1,1, 0, 0, 40,1
 >50k,52, 9,1,1,1, 0, 0, 55,1
 <=50k,19, 10,0,1,1, 0, 0, 14,1
 <=50k,23, 13,0,1,2, 0, 0, 40,1
 <=50k,63, 13,1,1,1, 0, 0, 15,1
 <=50k,63, 11,1,1,1, 0, 0, 45,1
 >50k,62, 13,0,1,1, 99999, 0, 40,1
 >50k,51, 12,1,1,1, 3103, 0, 30,1
 <=50k,76, 10,0,1,2, 0, 0, 30,1
 <=50k,50, 9,1,1,1, 5013, 0, 45,1
 >50k,45, 9,1,1,1, 0, 0, 50,1
 >50k,44, 10,0,1,1, 0, 0, 45,1
 <=50k,51, 4,1,0,1, 0, 0, 40,1
 <=50k,42, 13,0,1,1, 4650, 0, 35,1
 >50k,43, 14,1,1,1, 0, 0, 40,1
 <=50k,53, 7,1,1,1, 0, 0, 40,1
 <=50k,29, 11,1,1,1, 0, 0, 40,1
 <=50k,41, 10,1,1,1, 0, 0, 40,1
 <=50k,44, 9,0,1,1, 0, 0, 40,1
 <=50k,35, 6,0,0,2, 0, 1980, 40,1
 <=50k,27, 9,1,1,1, 0, 0, 40,1
 <=50k,35, 10,1,1,1, 0, 0, 50,1
 <=50k,60, 11,0,1,2, 0, 0, 30,1
 >50k,49, 10,0,1,1, 14344, 0, 45,1
 <=50k,33, 13,1,1,1, 0, 0, 45,1
 >50k,35, 13,1,1,1, 0, 0, 40,1
 <=50k,31, 10,1,1,1, 0, 0, 38,1
 >50k,54, 9,1,1,1, 7298, 0, 60,1
 <=50k,57, 16,1,1,1, 0, 0, 35,1
 <=50k,30, 5,0,1,1, 0, 0, 45,1
 <=50k,45, 6,0,0,1, 0, 0, 40,0
 >50k,41, 10,1,1,1, 7298, 0, 42,1
 <=50k,25, 13,0,1,1, 0, 0, 18,1
 >50k,51, 10,1,1,1, 0, 0, 40,1
 <=50k,42, 3,0,1,1, 0, 0, 40,0
 <=50k,28, 11,0,1,1, 0, 0, 45,1
 <=50k,53, 13,0,0,1, 0, 0, 40,1
 >50k,31, 13,0,1,2, 13550, 0, 50,1
 >50k,46, 7,1,0,1, 7688, 0, 40,1
 <=50k,25, 9,0,1,2, 0, 0, 40,1
 <=50k,47, 9,1,1,1, 0, 0, 40,1
 <=50k,30, 9,1,1,1, 0, 0, 40,1
 <=50k,48, 9,1,1,1, 0, 0, 40,1
 <=50k,22, 10,0,0,1, 0, 0, 40,1
 <=50k,32, 10,1,1,1, 0, 0, 30,1
 >50k,33, 16,0,1,1, 0, 0, 45,1
 <=50k,31, 9,1,1,1, 0, 0, 40,1
 >50k,43, 10,1,1,2, 0, 0, 20,0
 <=50k,26, 11,0,1,2, 0, 0, 40,1
 <=50k,34, 9,1,0,1, 0, 0, 40,1
 >50k,50, 13,1,1,2, 0, 0, 40,1
 <=50k,30, 9,0,0,2, 0, 0, 40,1
 <=50k,17, 7,0,1,1, 0, 0, 20,1
 <=50k,35, 14,0,0,2, 0, 0, 40,1
 <=50k,29, 10,1,1,1, 0, 0, 40,1
 <=50k,27, 12,1,1,1, 4064, 0, 40,0
 >50k,34, 13,0,1,1, 0, 0, 40,1
 <=50k,32, 9,0,1,2, 0, 0, 40,1
 <=50k,47, 10,0,1,2, 0, 0, 40,1
 <=50k,40, 10,0,1,2, 0, 0, 40,1
 <=50k,26, 11,0,1,2, 0, 0, 40,1
 <=50k,30, 9,0,1,2, 0, 0, 40,0
 <=50k,54, 9,0,1,1, 0, 0, 40,1
 >50k,53, 13,1,1,1, 0, 0, 55,1
 <=50k,43, 4,0,0,1, 0, 0, 40,1
 <=50k,25, 10,0,1,1, 0, 0, 20,1
 <=50k,39, 9,1,1,1, 0, 0, 40,1
 >50k,57, 9,1,1,1, 0, 0, 25,1
 <=50k,47, 9,1,1,1, 0, 0, 34,1
 <=50k,45, 9,0,0,2, 0, 0, 35,1
 <=50k,24, 13,0,1,1, 0, 0, 40,1
 <=50k,32, 6,0,1,1, 0, 0, 40,1
 <=50k,25, 10,0,1,1, 0, 0, 35,1
 <=50k,57, 3,0,1,2, 0, 0, 40,1
 >50k,28, 13,1,1,2, 0, 1977, 24,1
 <=50k,28, 9,1,1,1, 0, 0, 51,0
 <=50k,27, 13,0,1,2, 0, 0, 55,1
 <=50k,28, 13,0,1,2, 0, 0, 20,1
 <=50k,44, 9,1,0,1, 0, 0, 42,0
 <=50k,27, 9,0,1,1, 0, 0, 45,1
 <=50k,61, 13,1,1,1, 0, 0, 40,1
 <=50k,25, 7,0,1,1, 0, 0, 99,1
 <=50k,28, 5,0,0,2, 0, 0, 24,1
 <=50k,20, 10,0,1,1, 0, 0, 40,1
 <=50k,33, 11,0,0,1, 0, 0, 40,0
 <=50k,38, 9,0,1,1, 0, 0, 40,1
 <=50k,31, 9,0,0,2, 0, 0, 25,1
 >50k,40, 14,0,1,2, 0, 0, 45,1
 >50k,43, 10,1,1,1, 0, 0, 55,1
 >50k,38, 14,1,1,1, 0, 0, 60,1
 <=50k,19, 10,0,0,1, 0, 0, 30,1
 <=50k,56, 12,1,1,1, 0, 0, 50,1
 >50k,38, 14,0,1,1, 0, 0, 45,1
 <=50k,22, 9,1,1,2, 4508, 0, 40,1
 <=50k,18, 9,0,1,1, 0, 0, 25,1
 <=50k,68, 10,0,1,2, 0, 0, 20,1
 <=50k,35, 11,0,1,1, 0, 0, 50,1
 <=50k,32, 6,0,1,1, 0, 0, 40,1
 >50k,43, 10,1,1,2, 0, 0, 40,1
 <=50k,30, 6,0,0,2, 0, 0, 40,1
 <=50k,62, 10,1,1,1, 2829, 0, 24,1
 <=50k,38, 11,1,1,1, 0, 0, 40,1
 <=50k,27, 9,0,1,1, 0, 0, 40,1
 >50k,28, 16,0,1,2, 0, 0, 60,0
 <=50k,26, 11,0,1,1, 0, 0, 40,1
 <=50k,21, 10,0,1,1, 0, 0, 20,1
 <=50k,19, 9,0,0,1, 0, 0, 40,1
 <=50k,20, 10,0,1,1, 0, 0, 30,1
 <=50k,25, 13,0,0,1, 0, 0, 40,1
 <=50k,28, 10,0,1,1, 0, 0, 50,0
 >50k,36, 11,0,1,1, 0, 0, 42,1
 <=50k,23, 13,0,0,1, 0, 0, 40,0
 <=50k,24, 13,1,1,2, 0, 0, 50,1
 <=50k,23, 9,0,1,2, 0, 0, 40,1
 <=50k,24, 13,0,1,2, 0, 0, 20,1
 <=50k,25, 9,0,1,1, 0, 0, 8,1
 <=50k,24, 9,0,1,1, 0, 0, 40,1
 <=50k,30, 9,1,1,1, 0, 0, 62,1
 <=50k,36, 10,1,1,2, 0, 0, 33,1
 <=50k,45, 9,1,0,1, 0, 0, 40,0
 <=50k,31, 12,0,1,2, 0, 880, 45,1
 <=50k,34, 9,0,1,1, 0, 0, 48,1
 >50k,65, 13,1,1,1, 0, 0, 44,0
 <=50k,42, 11,0,1,2, 0, 0, 40,1
 <=50k,27, 15,0,1,1, 0, 0, 70,1
 <=50k,40, 10,1,0,2, 0, 0, 40,0
 >50k,53, 10,1,1,1, 0, 0, 40,1
 >50k,54, 9,1,1,1, 0, 0, 50,1
 <=50k,30, 13,0,1,1, 0, 0, 35,1
 >50k,59, 9,1,1,1, 0, 0, 45,1
 <=50k,42, 9,0,1,1, 0, 0, 55,1
 <=50k,23, 9,0,1,2, 0, 0, 40,1
 <=50k,28, 13,1,1,2, 0, 0, 15,1
 <=50k,20, 9,0,1,1, 0, 0, 40,1
 <=50k,22, 10,0,1,2, 0, 0, 20,1
 >50k,47, 10,1,1,1, 0, 1977, 40,1
 <=50k,44, 10,1,1,1, 0, 0, 40,1
 <=50k,40, 8,0,1,1, 0, 0, 40,1
 >50k,37, 11,1,1,2, 0, 0, 37,1
 <=50k,39, 9,0,1,1, 0, 0, 50,1
 >50k,49, 10,1,1,1, 7688, 0, 40,1
 <=50k,44, 10,0,1,1, 0, 0, 45,1
 <=50k,27, 5,1,1,2, 0, 0, 37,0
 <=50k,50, 9,1,1,1, 0, 0, 40,1
 >50k,39, 13,1,1,1, 0, 0, 40,1
 <=50k,41, 9,0,0,2, 0, 0, 40,1
 >50k,55, 13,1,1,1, 0, 0, 40,1
 <=50k,53, 2,1,0,1, 0, 0, 35,0
 <=50k,53, 14,0,1,2, 0, 0, 50,1
 >50k,31, 14,1,1,1, 0, 2415, 70,0
 <=50k,21, 9,0,1,1, 0, 0, 40,1
 <=50k,30, 9,0,0,1, 0, 0, 40,1
 >50k,53, 14,0,1,2, 0, 0, 60,1
 <=50k,47, 10,1,1,1, 0, 1485, 47,1
 >50k,60, 13,0,1,2, 0, 0, 40,0
 <=50k,59, 5,0,1,2, 0, 0, 40,0
 >50k,37, 13,0,1,1, 0, 0, 48,1
 <=50k,47, 13,1,1,1, 0, 1740, 40,1
 <=50k,49, 5,1,1,1, 0, 0, 40,1
 <=50k,73, 10,0,1,2, 0, 0, 11,1
 <=50k,58, 9,0,0,2, 0, 0, 20,1
 <=50k,35, 10,0,0,1, 0, 0, 40,1
 <=50k,24, 10,1,1,2, 0, 0, 50,1
 <=50k,62, 9,0,1,2, 0, 0, 38,1
 <=50k,58, 9,1,1,2, 0, 0, 40,1
 >50k,51, 10,1,1,1, 15024, 0, 40,1
 <=50k,21, 9,0,0,1, 0, 0, 40,1
 <=50k,30, 13,1,1,1, 0, 0, 40,1
 <=50k,27, 11,0,1,2, 0, 1876, 36,0
 >50k,25, 13,1,1,1, 5178, 0, 40,1
 <=50k,31, 9,0,0,1, 0, 0, 45,1
 <=50k,31, 9,0,0,2, 0, 0, 34,1
 >50k,44, 10,1,1,1, 5178, 0, 50,1
 >50k,52, 16,1,1,1, 99999, 0, 65,1
 <=50k,30, 12,1,1,1, 0, 0, 40,1
 <=50k,29, 9,0,0,1, 0, 0, 40,1
 <=50k,36, 7,0,1,1, 0, 0, 40,1
 <=50k,54, 13,1,1,1, 0, 0, 50,1
 >50k,59, 10,0,1,1, 0, 0, 40,1
 <=50k,55, 10,0,1,1, 0, 0, 45,1
 <=50k,22, 12,0,1,2, 0, 0, 20,1
 <=50k,42, 9,0,1,2, 0, 0, 40,1
 <=50k,36, 12,1,1,2, 0, 0, 40,1
 >50k,32, 13,1,1,1, 0, 0, 40,1
 <=50k,44, 4,1,1,1, 0, 0, 40,1
 <=50k,25, 7,0,1,1, 0, 0, 40,0
 <=50k,31, 9,1,1,1, 0, 0, 50,1
 <=50k,33, 9,0,1,1, 0, 0, 40,1
 >50k,54, 12,1,1,1, 0, 0, 50,1
 <=50k,42, 9,0,1,1, 0, 0, 48,1
 <=50k,49, 9,1,1,1, 0, 0, 44,1
 <=50k,30, 9,1,1,1, 0, 0, 44,1
 <=50k,54, 9,0,1,2, 0, 0, 45,1
 <=50k,39, 10,0,1,1, 0, 0, 40,1
 <=50k,24, 10,0,1,1, 0, 0, 40,1
 <=50k,21, 9,0,1,2, 0, 0, 44,1
 <=50k,23, 5,0,0,2, 0, 0, 30,1
 <=50k,54, 9,0,1,2, 0, 0, 42,1
 <=50k,23, 14,0,1,2, 0, 0, 20,1
 <=50k,39, 9,0,1,1, 0, 1726, 40,1
 <=50k,23, 10,0,1,1, 0, 0, 25,1
 >50k,41, 10,1,0,1, 0, 1902, 40,1
 <=50k,32, 7,0,0,1, 0, 0, 40,1
 <=50k,57, 9,1,1,1, 0, 0, 40,1
